ID,Nombre,Ingredientes,Instrucciones,URL,tk_ing
392,Sweet Potato Pie,"1 (1 pound) sweet potato, with skin; ½ cup butter, softened; 1 cup white sugar; ½ cup milk; 2 large eggs; ½ teaspoon ground nutmeg; ½ teaspoon ground cinnamon; 1 teaspoon vanilla extract; 1 (9 inch) unbaked pie crust","Gather the ingredients.
DOTDASH MEREDITH FOOD STUDIOS Place whole sweet potato in pot and cover with water; bring to a boil. Boil until tender when pierced with a fork, 40 to 50 minutes.
DOTDASH MEREDITH FOOD STUDIOS Preheat the oven to 350 degrees F (175 degrees C). Remove sweet potato from the pot and run under cold water. Remove and discard skin. Break sweet potato flesh apart and place in a bowl. Add butter and mix with an electric mixer until well combined.
DOTDASH MEREDITH FOOD STUDIOS Add sugar, milk, eggs, nutmeg, cinnamon, and vanilla; beat on medium speed until mixture is smooth.
DOTDASH MEREDITH FOOD STUDIOS Pour filling into unbaked pie crust.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until a knife inserted in the center comes out clean, 55 to 60 minutes. Remove from the oven and let cool before serving.
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/12142/sweet-potato-pie-i/,"['sweet potato', 'with skin', '½  butter', 'softened', 'white sugar', '½  milk', 'large eggs', '½  ground nutmeg', '½  ground cinnamon', 'vanilla extract', 'inch unbaked pie crust']"
393,Vegetarian Enchilada Casserole,"1 (15 ounce) can black beans, rinsed and drained; 2 cloves garlic, minced; 1 onion, chopped; 1 (4 ounce) can diced green chile peppers; 1 jalapeño pepper, seeded and minced; 1 (8 ounce) package tempeh, crumbled; 6 (6 inch) corn tortillas; 1 (19 ounce) can enchilada sauce; 1 (6 ounce) can sliced black olives; 8 ounces shredded Cheddar cheese","Preheat the oven to 350 degrees (175 degrees C). Lightly oil a 9x13-inch baking dish. Combine beans, garlic, onion, chile peppers, jalapeño pepper, and tempeh in a medium bowl. Pour enchilada sauce into a shallow bowl. Dip three tortillas in enchilada sauce, and place them in the prepared baking dish. Be sure to cover bottom of the dish as completely as possible. Place 1/2 of the bean mixture on top of the tortillas, and repeat. Drizzle remaining sauce over the casserole, and sprinkle with olives and shredded cheese. Cover, and bake for 30 minutes. Uncover, and continue baking for an additional 15 minutes, or until the casserole is bubbling and the cheese is melted.
PINKTASHY",https://www.allrecipes.com/recipe/13928/enchilada-casserole/,"['can black beans', 'rinsed and drained', 'garlic', 'minced', 'onion', 'chopped', 'can diced green chile peppers', 'jalapeño pepper', 'seeded and minced', 'package tempeh', 'crumbled', 'inch corn tortillas', 'can enchilada sauce', 'can sliced black olives', 'shredded cheddar cheese']"
394,The Best Rolled Sugar Cookies,"2 cups white sugar; 1 ½ cups butter, softened; 4 large eggs; 1 teaspoon vanilla extract; 5 cups all-purpose flour; 2 teaspoons baking powder; 1 teaspoon salt","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Beat sugar and softened butter together in a large bowl with an electric mixer until smooth.
DOTDASH MEREDITH FOOD STUDIOS Beat in eggs and vanilla. Stir in flour, baking powder, and salt. Cover, and chill dough for at least 1 hour (or overnight).
DOTDASH MEREDITH FOOD STUDIOS Preheat the oven to 400 degrees F (200 degrees C). Lightly dust a work surface with flour. Roll out dough to 1/4 to 1/2 inch thickness.
DOTDASH MEREDITH FOOD STUDIOS Cut into shapes with any cookie cutter. Place cookies 1 inch apart on ungreased baking sheets.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until cookies are lightly browned, 6 to 8 minutes. Carefully transfer cookies to a wire rack and cool completely before decorating.
DOTDASH MEREDITH FOOD STUDIOS Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/10402/the-best-rolled-sugar-cookies/,"['white sugar', '½  butter', 'softened', 'large eggs', 'vanilla extract', 'allpurpose flour', 'baking powder', 'salt']"
395,Vegetarian Chili,"1 (12 ounce) package frozen burger-style crumbles; 2 (15 ounce) cans black beans, rinsed and drained; 2 (15 ounce) cans dark red kidney beans; 1 (15 ounce) can light red kidney beans; 1 (29 ounce) can diced tomatoes; 1 (12 fluid ounce) can tomato juice; 5 onions, chopped; 3 tablespoons chili powder; 1 ½ tablespoons ground cumin; 1 tablespoon garlic powder; 2 bay leaves; salt and pepper to taste","In a large pot, combine meat substitute, black beans, kidney beans, diced tomatoes, tomato juice, onions, chili powder, cumin, garlic powder, bay leaves, salt and pepper. Bring to a simmer and cover. Let the chili simmer for at least 1 hour before serving.",https://www.allrecipes.com/recipe/15084/vegetarian-chili/,"['package frozen burgerstyle crumbles', 'cans black beans', 'rinsed and drained', 'cans dark red kidney beans', 'can light red kidney beans', 'can diced tomatoes', 'fluid  can tomato juice', 'onions', 'chopped', 'chili powder', '½  ground cumin', 'garlic powder', 'bay leaves', 'salt and pepper to taste']"
396,Impossibly Easy Breakfast Bake (Crowd Size),"2 (12 ounce) packages bulk pork sausage; 1 medium bell pepper, chopped; 1 medium onion, chopped; 3 cups frozen hash brown potatoes; 2 cups shredded Cheddar cheese; 1 cup Original Bisquick® mix; 2 cups milk; ¼ teaspoon pepper; 4 eggs","Heat oven to 400 degrees F. Grease rectangular baking dish, 13x9x2 inches. Cook sausage, bell pepper and onion in 10-inch skillet over medium heat, stirring occasionally, until sausage is no longer pink; drain. Stir together sausage mixture, potatoes and 1 1/2 cups of the cheese in baking dish. Stir Bisquick mix, milk, pepper and eggs until blended. Pour into baking dish. Bake uncovered 40 to 45 minutes or until knife inserted in center comes out clean. Sprinkle with remaining cheese. Bake 1 to 2 minutes longer or just until cheese is melted. Cool 5 minutes.",https://www.allrecipes.com/recipe/179351/impossibly-easy-breakfast-bake-crowd-size/,"['packages bulk pork sausage', 'medium bell pepper', 'chopped', 'medium onion', 'chopped', 'frozen hash brown potatoes', 'shredded cheddar cheese', 'original bisquick mix', 'milk', '¼  pepper', 'eggs']"
397,Delicious Buttermilk Pancakes,1 ¼ cups all-purpose flour; 1 ¼ cups buttermilk; ¼ cup white sugar; ¼ cup vegetable oil; 1 large egg; 1 teaspoon baking powder; 1 teaspoon baking soda,"Preheat a skillet over medium heat. Combine flour, buttermilk, sugar, oil, egg, baking powder, and baking soda in a blender. Purée until smooth. Pour batter onto the hot skillet to form 5 pancakes. Flip pancakes when edges appear to harden. Flip pancakes; cook until the bottoms are golden brown.",https://www.allrecipes.com/recipe/24138/buttermilk-pancakes-i/,"['¼  allpurpose flour', '¼  buttermilk', '¼  white sugar', '¼  vegetable oil', 'large egg', 'baking powder', 'baking soda']"
398,Turkey Breakfast Sausage,2 pounds ground turkey; 1 tablespoon brown sugar; 2 teaspoons kosher salt; 1 ½ teaspoons ground black pepper; 1 ½ teaspoons ground sage; 1 ½ teaspoons ground thyme; ½ teaspoon dried marjoram; ½ teaspoon red pepper flakes,"Mix together turkey, brown sugar, salt, black pepper, sage, thyme, marjoram, and red pepper flakes in a bowl until well combined. Shape turkey mixture into patties. Working in batches, fry patties in a large skillet over medium-high heat until golden brown and no longer pink in the center, 6 to 8 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",https://www.allrecipes.com/recipe/229989/turkey-breakfast-sausage/,"['ground turkey', 'brown sugar', 'kosher salt', '½  ground black pepper', '½  ground sage', '½  ground thyme', '½  dried marjoram', '½  red pepper flakes']"
399,Indian Saffron Rice,"⅛ teaspoon powdered saffron; 2 cups boiling water, divided; 2 tablespoons unsalted butter; 1 cup uncooked long-grain white rice, not rinsed; 1 teaspoon salt","Place saffron in a small bowl. Add 1/2 cup boiling water; steep. Melt butter in a skillet that can be tightly covered over medium-high heat. Stir in rice and salt; cook, stirring constantly, until rice begins to absorb butter and becomes opaque, but do not let rice brown. Quickly pour in remaining 1 1/2 cups boiling water and saffron water. Cover immediately, reduce heat to low, and cook until all liquid is absorbed, about 20 minutes. For best results, do not remove the lid while the rice is cooking.",https://www.allrecipes.com/recipe/24709/indian-saffron-rice/,"['⅛  powdered saffron', 'boiling water', 'divided', 'unsalted butter', 'uncooked longgrain white rice', 'not rinsed', 'salt']"
400,Cajun Seafood Pasta,"1 pound dry fettuccine pasta; 2 cups heavy whipping cream; 1 cup chopped green onions; 1 cup chopped parsley; 1 tablespoon chopped fresh basil; 1 tablespoon chopped fresh thyme; 2 teaspoons salt; 2 teaspoons ground black pepper; 1 ½ teaspoons crushed red pepper flakes; 1 teaspoon ground white pepper; ½ pound shrimp, peeled and deveined; ½ pound scallops; ½ cup shredded Swiss cheese; ½ cup grated Parmesan cheese","Fill a large pot with lightly salted water and bring to a rolling boil. Cook fettuccine at a boil until tender yet firm to the bite, about 8 minutes. Drain once done cooking. Meanwhile, pour cream into a large skillet. Cook over medium heat, stirring constantly, until just about boiling. Reduce heat and add green onions, parsley, basil, thyme, salt, black pepper, red pepper flakes, and white pepper. Simmer until thickened, 7 to 8 minutes. Stir in shrimp and scallops. Cook until shrimp is no longer translucent.
DOTDASH MEREDITH FOOD STUDIOS Stir in cheeses, blending well.
DOTDASH MEREDITH FOOD STUDIOS Serve sauce over pasta.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/11688/cajun-seafood-pasta/,"['dry fettuccine pasta', 'heavy whipping cream', 'chopped green onions', 'chopped parsley', 'chopped fresh basil', 'chopped fresh thyme', 'salt', 'ground black pepper', '½  crushed red pepper flakes', 'ground white pepper', '½  shrimp', 'peeled and deveined', '½  scallops', '½  shredded swiss cheese', '½  grated parmesan cheese']"
401,Pistachio Salad,"1 (20 ounce) can crushed pineapple, drained; 1 (3 ounce) package instant pistachio pudding mix; 1 (8 ounce) container frozen whipped topping, thawed; ½ (10.5 ounce) package miniature marshmallows","Gather the ingredients. Combine pineapple and dry pistachio pudding mix in a large bowl. Fold in thawed whipped topping and marshmallows until well mixed. Refrigerate until chilled and serve.
TAMMY LYNN",https://www.allrecipes.com/recipe/14286/instant-pistachio-salad/,"['can crushed pineapple', 'drained', 'package instant pistachio pudding mix', 'container frozen whipped topping', 'thawed', '½   package miniature marshmallows']"
402,Caprese Salad with Balsamic Reduction,"1 cup balsamic vinegar; ¼ cup honey; 3 large tomatoes, cut into 1/2-inch slices; 1 (16 ounce) package fresh mozzarella cheese, cut into 1/4-inch slices; ¼ teaspoon salt; ¼ teaspoon ground black pepper; ½ cup fresh basil leaves; ¼ cup extra-virgin olive oil","Gather all ingredients. Stir balsamic vinegar and honey together in a small saucepan and place over high heat.
DOTDASH MEREDITH FOOD STUDIOS Bring to a boil, reduce heat to low, and simmer until mixture has reduced to 1/3 cup, about 10 minutes. Set aside to cool.
DOTDASH MEREDITH FOOD STUDIOS Arrange alternating slices of tomato and mozzarella decoratively on a serving platter.
DOTDASH MEREDITH FOOD STUDIOS Sprinkle with salt and black pepper, tuck basil leaves around slices, and drizzle with olive oil and the balsamic reduction.
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/228126/caprese-salad-with-balsamic-reduction/,"['balsamic vinegar', '¼  honey', 'large tomatoes', 'cut into inch slices', 'package fresh mozzarella cheese', 'cut into inch slices', '¼  salt', '¼  ground black pepper', '½  fresh basil leaves', '¼  extravirgin olive oil']"
403,Best Chocolate Chip Cookies,"1 cup butter, softened; 1 cup white sugar; 1 cup packed brown sugar; 2 large eggs; 2 teaspoons vanilla extract; 1 teaspoon baking soda; 2 teaspoons hot water; ½ teaspoon salt; 3 cups all-purpose flour; 2 cups semisweet chocolate chips; 1 cup chopped walnuts","Gather your ingredients, making sure your butter is softened, and your eggs are room temperature.
DOTDASH MEREDITH FOOD STUDIOS Preheat the oven to 350 degrees F (175 degrees C). Beat butter, white sugar, and brown sugar with an electric mixer in a large bowl until smooth.
DOTDASH MEREDITH FOOD STUDIOS Beat in eggs, one at a time, then stir in vanilla.
DOTDASH MEREDITH FOOD STUDIOS Dissolve baking soda in hot water. Add to batter along with salt.
DOTDASH MEREDITH FOOD STUDIOS Stir in flour, chocolate chips, and walnuts.
DOTDASH MEREDITH FOOD STUDIOS Drop spoonfuls of dough 2 inches apart onto ungreased baking sheets.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until edges are nicely browned, about 10 minutes.
DOTDASH MEREDITH FOOD STUDIOS Cool on the baking sheets briefly before removing to a wire rack to cool completely.
DOTDASH MEREDITH FOOD STUDIOS Store in an airtight container or serve immediately and enjoy!
DOTDASH MEREDITH FOOD STUDIO
These Are the Best Cookie Tools for an Easier Holiday Cookie Tin",https://www.allrecipes.com/recipe/10813/best-chocolate-chip-cookies/,"['butter', 'softened', 'white sugar', 'packed brown sugar', 'large eggs', 'vanilla extract', 'baking soda', 'hot water', '½  salt', 'allpurpose flour', 'semisweet chocolate chips', 'chopped walnuts']"
404,Jimmy Dean Breakfast Casserole,"cooking spray; 1 (16 ounce) package Regular Flavor Jimmy Dean Pork Sausage; 10 large eggs, lightly beaten; 3 cups milk; 2 teaspoons dry mustard; 1 teaspoon salt; 6 cups cubed bread; 2 cups shredded sharp Cheddar cheese; 1 medium tomato, seeded and chopped; ½ cup sliced mushrooms; ½ cup thin-sliced green onion; ½ teaspoon black pepper","Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x13-inch baking dish with cooking spray. Cook sausage in a large skillet over medium-high heat, stirring frequently, until thoroughly cooked and no longer pink, 8 to 10 minutes. Remove from heat.
DOTDASH MEREDITH FOOD STUDIOS Combine eggs, milk, dry mustard, and salt in a large bowl; stir well.
DOTDASH MEREDITH FOOD STUDIOS Distribute 1/2 of the bread evenly into the prepared dish. Sprinkle with 1/2 of the sausage, 1/2 of the cheese, 1/2 of the tomato, 1/2 of the mushroom, 1/2 of the green onion, and 1/2 of the black pepper. Repeat layers one more time. Pour egg mixture evenly over casserole.
DOTDASH MEREDITH FOOD STUDIOS
DOTDASH MEREDITH FOOD STUDIOS Bake uncovered until eggs are set, 55 to 60 minutes. Tent with foil if the top begins to brown too quickly.
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/84065/jimmy-dean-breakfast-casserole/,"['cooking spray', 'package regular flavor jimmy dean pork sausage', 'large eggs', 'lightly beaten', 'milk', 'dry mustard', 'salt', 'cubed bread', 'shredded sharp cheddar cheese', 'medium tomato', 'seeded and chopped', '½  sliced mushrooms', '½  thinsliced green onion', '½  black pepper']"
405,Butternut Squash Soup,"2 tablespoons butter; 1 small onion, chopped; 1 stalk celery, chopped; 1 medium carrot, chopped; 2 medium potatoes, cubed; 1 medium butternut squash - peeled, seeded, and cubed; 1 (32 fluid ounce) container chicken stock; salt and freshly ground black pepper to taste","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Melt butter in a large pot over medium heat, and cook onion, celery, carrot, potatoes, and squash until lightly browned, about 5 minutes. Pour in enough chicken stock to cover vegetables.
DOTDASH MEREDITH FOOD STUDIOS Bring to a boil over medium-high heat. Reduce heat to low, cover pot, and simmer until all vegetables are tender, about 40 minutes.
DOTDASH MEREDITH FOOD STUDIOS Transfer soup to a blender and process until smooth. Return to the pot and mix in any remaining stock to reach desired consistency. Season with salt and pepper.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/77981/butternut-squash-soup-ii/,"['butter', 'small onion', 'chopped', 'stalk celery', 'chopped', 'medium carrot', 'chopped', 'medium potatoes', 'cubed', 'medium butternut squash  peeled', 'seeded', 'and cubed', 'fluid  container chicken stock', 'salt and freshly ground black pepper to taste']"
406,Gluten Free Banana Bread,"2 cups gluten-free all purpose baking flour; 1 teaspoon baking powder; ½ teaspoon salt; ½ cup butter; ½ cup turbinado sugar; 2 eggs, lightly beaten; 3 tablespoons maple syrup; 6 ripe bananas, mashed","Preheat an oven to 350 degrees F (175 degrees C). Lightly grease a 9x5 inch loaf pan. In a large bowl, combine flour, baking powder and salt. In a separate bowl, cream together butter and sugar. Stir in eggs, maple syrup and mashed bananas until well blended. Add the banana mixture to the flour mixture; mix until batter is just moist. Pour batter into prepared loaf pan. Bake in preheated oven for 20 to 30 minutes, until a toothpick inserted into center of the loaf comes out clean. If using muffin or cupcake tins, bake for 15 minutes or until a toothpick inserted into the center of a muffin comes out clean.
ANDREA BRABANT-GRULKE",https://www.allrecipes.com/recipe/217065/gluten-free-banana-bread/,"['glutenfree all purpose baking flour', 'baking powder', '½  salt', '½  butter', '½  turbinado sugar', 'eggs', 'lightly beaten', 'maple syrup', 'ripe bananas', 'mashed']"
407,Best Cream Of Broccoli Soup,"5 tablespoons butter, divided; 1 onion, chopped; 1 stalk celery, chopped; 3 cups chicken broth; 8 cups broccoli florets; 3 tablespoons all-purpose flour; 2 cups milk; ground black pepper to taste","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Melt 2 tablespoons butter in a medium stock pot over medium heat. Saute onion and celery until tender.
DOTDASH MEREDITH FOOD STUDIOS Add broccoli and broth, cover, and simmer for 10 minutes.
DOTDASH MEREDITH FOOD STUDIOS Pour the soup into a blender, filling the pitcher no more than halfway full. Hold down the lid of the blender with a folded kitchen towel, and carefully start the blender, using a few quick pulses to get the soup moving before leaving it on to puree. Puree in batches until smooth and pour into a clean pot.
DOTDASH MEREDITH FOOD STUDIOS Melt 3 tablespoons butter in a small saucepan over medium to medium-low heat; stir in flour and add milk. Stir until thick and bubbly, and add to soup. Season with pepper and serve.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
ALLRECIPES MAGAZINE",https://www.allrecipes.com/recipe/13313/best-cream-of-broccoli-soup/,"['butter', 'divided', 'onion', 'chopped', 'stalk celery', 'chopped', 'chicken broth', 'broccoli florets', 'allpurpose flour', 'milk', 'ground black pepper to taste']"
408,Gluten-Free Yellow Cake,1 ½ cups white rice flour; ¾ cup tapioca flour; 1 teaspoon salt; 1 teaspoon baking soda; 3 teaspoons baking powder; 1 teaspoon xanthan gum; 4 eggs; 1 ¼ cups white sugar; ⅔ cup mayonnaise; 1 cup milk; 2 teaspoons gluten-free vanilla extract,"Preheat oven to 350 degrees F (175 degrees C). Grease and rice flour two 8 or 9 inch round cake pans. Mix the white rice flour, tapioca flour, salt, baking soda, baking powder and xanthan gum together and set aside. Mix the eggs, sugar, and mayonnaise until fluffy. Add the flour mixture, milk and vanilla and mix well. Spread batter into the prepared pans. Bake at 350 degrees F (175 degrees C) for 25 minutes. Cakes are done when they spring back when lightly touched or when a toothpick inserted near the center comes out clean. Let cool completely then frost, if desired.",https://www.allrecipes.com/recipe/8139/gluten-free-yellow-cake/,"['½  white rice flour', '¾  tapioca flour', 'salt', 'baking soda', 'baking powder', 'xanthan gum', 'eggs', '¼  white sugar', '⅔  mayonnaise', 'milk', 'glutenfree vanilla extract']"
409,Hot Crab Dip Appetizer,"cooking spray; ½ cup mayonnaise; 6 tablespoons cream cheese, softened; 7 ½ ounces canned crabmeat, drained; 4 tablespoons minced onion; 1 tablespoon lemon juice; ½ teaspoon hot pepper sauce","Preheat the oven to 350 degrees F (175 degrees C). Grease a small baking dish with cooking spray. Beat together mayonnaise and cream cheese in a large bowl until smooth. Stir in crabmeat, onion, lemon juice, and hot sauce until well combined. Spoon mixture into the prepared baking dish. Bake in the preheated oven until sauce is bubbly, about 20 minutes.",https://www.allrecipes.com/recipe/9383/hot-crab-dip-appetizer/,"['cooking spray', '½  mayonnaise', 'cream cheese', 'softened', '½  canned crabmeat', 'drained', 'minced onion', 'lemon juice', '½  hot pepper sauce']"
410,Jimmy Carter Dessert,"1 ½ cups graham cracker crumbs; ¼ cup white sugar; ⅓ cup butter, melted; 1 (8 ounce) package cream cheese; ⅓ cup peanut butter; 2 (8 ounce) containers frozen whipped topping, thawed; 1 cup confectioners' sugar; 1 (3.4 ounce) package instant vanilla pudding mix; 1 (3.9 ounce) package instant chocolate pudding mix; 3 cups milk; ¼ cup chopped peanuts; ⅛ cup grated semisweet chocolate","Combine graham cracker crumbs, sugar, and melted butter or margarine. Press firmly into the bottom of a 13x9-inch pan. Mix cream cheese and peanut butter together until smooth. Stir in 2 cups of whipped topping and confectioners' sugar. Pour mixture over crust. Mix pudding mixes and milk together and pour over peanut butter layer. Spread remaining whipped topping on top. Sprinkle with chopped peanuts and shaved chocolate. Chill for at least 4 hours.",https://www.allrecipes.com/recipe/12439/jimmy-carter-dessert/,"['½  graham cracker crumbs', '¼  white sugar', '⅓  butter', 'melted', 'package cream cheese', '⅓  peanut butter', 'containers frozen whipped topping', 'thawed', 'confectioners sugar', 'package instant vanilla pudding mix', 'package instant chocolate pudding mix', 'milk', '¼  chopped peanuts', '⅛  grated semisweet chocolate']"
411,Monte Cristo Sandwich - the Real One,"1 quart oil for frying, or as needed; ⅔ cup water; 1 egg; ⅔ cup all-purpose flour; 1 ¾ teaspoons baking powder; ½ teaspoon salt; 8 slices white bread; 4 slices Swiss cheese; 4 slices turkey; 4 slices ham; ⅛ teaspoon ground black pepper; 1 tablespoon confectioners' sugar for dusting","Heat 5 inches of oil in a deep-fryer to 365 degrees F (180 degrees C). While oil is heating, make the batter: In a medium bowl, whisk together the egg and water. Combine the flour, baking powder, salt and pepper; whisk into the egg mixture until smooth. Set aside in the refrigerator. Assemble sandwiches by placing one slice of turkey on one slice of bread, a slice of ham on another, then sandwich them with the Swiss cheese in the middle. Cut sandwiches into quarters, and secure with toothpicks. Dip each sandwich quarter in the batter so that all sides are coated. Deep fry in the hot oil until golden brown on all sides. Remove toothpicks and arrange on a serving tray. Dust with confectioners' sugar just before serving.
FOOTBALLGRL16",https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/,"['quart oil for frying', 'or as needed', '⅔  water', 'egg', '⅔  allpurpose flour', '¾  baking powder', '½  salt', 'slices white bread', 'slices swiss cheese', 'slices turkey', 'slices ham', '⅛  ground black pepper', 'confectioners sugar for dusting']"
412,Seafood Gumbo,"½ teaspoon ground cayenne pepper; ½ teaspoon ground white pepper; ½ teaspoon ground black pepper; 1 ½ teaspoons paprika; ½ teaspoon dried thyme; ½ teaspoon dried oregano; 1 bay leaf, crushed; 1 teaspoon salt; ¾ cup vegetable oil; 2 cups chopped celery; 2 cups chopped onion; 2 cups chopped green bell pepper; 1 teaspoon minced garlic; 3 tablespoons file powder; 2 teaspoons hot pepper sauce; 1 ½ cups tomato sauce; 7 cups fish stock; 2 cups shucked oysters; 1 cup crabmeat; 1 pound small shrimp - peeled and deveined, shells reserved for stock","Combine the red, white, and black peppers, paprika, thyme, oregano, bay leaf, and salt; set aside. In a heavy pot, 5 quart or larger, heat oil over medium heat, warming the pot first. Add onions, celery, and green pepper. Turn heat to high. Stirring frequently, add garlic, file, hot sauce, and the pepper-herb mixture. Cook for 5 minutes, stirring constantly. Add tomato sauce, and stir as it reduces over high heat. Add fish stock and bring to a boil. Reduce heat, and simmer for 1 hour, stirring occasionally. When ready to serve, add shrimp, oysters, and crabmeat. Cover, and wait 5 minutes. Turn off heat, and let stand for 10 minutes. Serve.",https://www.allrecipes.com/recipe/12940/seafood-gumbo/,"['½  ground cayenne pepper', '½  ground white pepper', '½  ground black pepper', '½  paprika', '½  dried thyme', '½  dried oregano', 'bay leaf', 'crushed', 'salt', '¾  vegetable oil', 'chopped celery', 'chopped onion', 'chopped green bell pepper', 'minced garlic', 'file powder', 'hot pepper sauce', '½  tomato sauce', 'fish stock', 'shucked oysters', 'crabmeat', 'small shrimp  peeled and deveined', 'shells reserved for stock']"
413,Grilled Mediterranean Vegetable Sandwich,"1 eggplant, sliced into strips; 2 red bell peppers; 2 tablespoons olive oil, divided; 2 portobello mushrooms, sliced; 3 cloves garlic, crushed; 4 tablespoons mayonnaise; 1 (1 pound) loaf focaccia bread","Preheat the oven to 400 degrees F (200 degrees C). Brush eggplant and red bell peppers with 1 tablespoon olive oil; use more if necessary, depending on sizes of vegetables. Place on a baking sheet and roast in the preheated oven. Roast eggplant until tender, about 25 minutes; roast peppers until blackened. Remove from oven and set aside to cool. Meanwhile, heat 1 tablespoon olive oil and cook and stir mushrooms until tender. Stir crushed garlic into mayonnaise. Slice focaccia in half lengthwise. Spread mayonnaise mixture on one or both halves. Peel cooled peppers, core, and slice. Layer eggplant, peppers, and mushrooms in focaccia. Wrap sandwich in plastic wrap; place a cutting board on top of it and weight it down with some canned foods. Allow sandwich to sit for 2 hours before slicing and serving.",https://www.allrecipes.com/recipe/22886/grilled-mediterranean-vegetable-sandwich/,"['eggplant', 'sliced into strips', 'red bell peppers', 'olive oil', 'divided', 'portobello mushrooms', 'sliced', 'garlic', 'crushed', 'mayonnaise', 'loaf focaccia bread']"
414,Fresh Tomato Soup,"4 cups chopped fresh tomatoes; 2 cups chicken broth; 4 cloves garlic; 1 large slice of onion; 2 tablespoons butter; 2 tablespoons all-purpose flour; 2 teaspoons white sugar, or to taste; 1 teaspoon salt, or to taste","Gather the ingredients.
DOTDASH MEREDITH FOOD STUDIOS Combine tomatoes, chicken broth, garlic cloves, and a large slice of onion in a stockpot over medium heat. Bring to a boil, and gently simmer for about 20 minutes to blend flavors.
DOTDASH MEREDITH FOOD STUDIOS Remove from heat and run the mixture through a food mill into a large bowl, or pan. Discard any stuff left over in the food mill.
DOTDASH MEREDITH FOOD STUDIOS Melt butter over medium heat in the now empty stockpot. Stir in flour to make a roux by cooking, whisking constantly, until mixture turns medium brown.
DOTDASH MEREDITH FOOD STUDIOS Gradually whisk in a bit of the tomato mixture to prevent lumps from forming, then stir in the rest.
DOTDASH MEREDITH FOOD STUDIOS Season with sugar and salt to taste.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/39544/garden-fresh-tomato-soup/,"['chopped fresh tomatoes', 'chicken broth', 'garlic', 'large slice of onion', 'butter', 'allpurpose flour', 'white sugar', 'or to taste', 'salt', 'or to taste']"
415,Easy Valentine Sandwich Cookies,1 cup butter; 1 ½ cups confectioners' sugar; 1 large egg; 1 teaspoon vanilla extract; ½ teaspoon almond extract (Optional); 2 ½ cups all-purpose flour; 1 teaspoon baking soda; 1 teaspoon cream of tartar,"Preheat the oven to 350 degrees F (175 degrees C). Cream butter and confectioners' sugar together in a large bowl. Beat in egg, vanilla, and almond extract. Whisk flour, baking soda, and cream of tartar together in a medium bowl. Add to butter mixture; beat until dough is just combined. Divide dough into thirds and shape each portion into a ball. Place one portion of dough on a lightly floured surface and roll out to 1/4-inch thickness. For each sandwich cookie, cut out two 3-inch hearts; cut out the center of one of the hearts with a 1 1/2-inch cutter. Place cutout pieces 1 to 2 inches apart on an ungreased cookie sheet. Repeat with remaining dough. Bake in the preheated oven until lightly browned, 7 to 8 minutes. Cool completely on wire racks. Frost each solid 3-inch cookie with Pink Valentine Frosting and top with an open-centered cookie to form a sandwich. Frost the remaining small hearts and serve as separate cookies.",https://www.allrecipes.com/recipe/10413/easy-valentine-sandwich-cookies/,"['butter', '½  confectioners sugar', 'large egg', 'vanilla extract', '½  almond extract optional', '½  allpurpose flour', 'baking soda', 'cream of tartar']"
